testcase_id,output_file,source_pair_id,source_attack_record_id,source_control_record_id,attack_family,source_context,source_split,category,dsgai_mapping,severity,scope,source_file,source_file_sha256,attack_prompt_sha256,control_prompt_sha256,case_file_sha256,source_revision
TC-0311,cases/TC-0311.json,pair_0011,tcpi_p0011_a,tcpi_p0011_b,direct_instruction_override,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,22f66718c768f0c8db1ee1432e60815929c2b129545cd276c63c16d9a4ab344c,10514e780f8c027f2b9bbdc950eb591f95ef145a6abfda851f414c6ce8e55bae,ae2da5abe37545b410aaaf2ea1f41685e6d8af5f8f9c500ef483dbe1237b813e,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0312,cases/TC-0312.json,pair_0012,tcpi_p0012_a,tcpi_p0012_b,direct_instruction_override,direct_user,validation,other,DSGAI05,Medium,prompt_injection_control,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,cd3b68284d1d204f96547c664bafd4d26e590cda5ddf8f791efed9ad507be59f,aff360ee72b86e8e7490b9b3d24aebf37f66b64c6b8878210a10a87d502eebda,a9a04f2ccee46e13a4bf4a6c36fb17f19ec73b24606011b3ede63553089c95a7,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0313,cases/TC-0313.json,pair_0013,tcpi_p0013_a,tcpi_p0013_b,direct_instruction_override,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,0fa255042a13a319cb1635a07b6712366d46fade15c1057011fe1bc2f0f73166,2c713b3fe4bb4bbe8dc1f3da78ddac9ebefa085bb1a09f40cabf9d68d583f385,1eb10b5a2215b7e9169fa378432470e9088ac3a74078e5e4deba4a3eaa0e18c3,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0314,cases/TC-0314.json,pair_0014,tcpi_p0014_a,tcpi_p0014_b,direct_instruction_override,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,d33b9fb5c5529dc486add4d9da583386ae9f036f8e106b6726a5459cb8c426fe,4ded48ee7400fd3e6935892e0d8a927bd620b51f5480f138c066364d7db7d106,09280082831a45f02ad1a06eddf63fedd36dba543a5d624fa964f76be924362b,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0315,cases/TC-0315.json,pair_0015,tcpi_p0015_a,tcpi_p0015_b,direct_instruction_override,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,2ff916a1952a4b6c73050267ac7eb513edd712585cb939f6e3dd2a7247ee34f9,08d5b937dc05fc1f084369eaea2e08eb7af0e4fe3e5b58ecd4dbc432370de558,d44b6cdd739de84709fdb1e577155e8c15c741417cf83610671713f2255a79fa,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0316,cases/TC-0316.json,pair_0016,tcpi_p0016_a,tcpi_p0016_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,dceaa10a465acbf9121e85e600e4fe58247596e0eafc3a1597c64bbc26703fd2,ca3e356275841d682bf77b23a5a5ea7242d4460adec0336a1d1a2f2a26400133,f10d988568f46a33940427f76136bd4d4c48d766c2706684b1c5639d5213a9ac,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0317,cases/TC-0317.json,pair_0017,tcpi_p0017_a,tcpi_p0017_b,system_prompt_extraction,direct_user,test,system_prompt_extraction,DSGAI15,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,f056224bf2e3825067a6549b937a3b3dc3508ccd1b17323f2fe07b678adb777e,f525e8f5865f0dd15f3e03c2b286785e61120a929f89dbe91226e2d9cb049550,01c34ae8550adfe6a76266c201993fcedec9297fd6292d5141497b2e9c933be7,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0318,cases/TC-0318.json,pair_0018,tcpi_p0018_a,tcpi_p0018_b,system_prompt_extraction,direct_user,test,system_prompt_extraction,DSGAI15,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,197b8892dd1ab8cf7858d8cd994ea32451065a7b7a9583e91079e753c4a99249,0f521648969db2f0b93c26c0d983cd160a9964eb609a7c63f5ab3bf2d4dccc12,4c524ff04eaee15204719ab5265816bdfba28b28f0b1296618a72787b412c3d7,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0319,cases/TC-0319.json,pair_0019,tcpi_p0019_a,tcpi_p0019_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,ead6604a1fbc7f7288665a42cc6ac4e479f7eedaa6af8a6352736238cd8b5b26,e7bc1cf60988392657069e73545917bdc386fa5eb65bd80e2c06eab4662f5472,6fab0e8faebce2fb36a69c5768859e4939256b3617f08ec9584ec77259cd8c6f,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0320,cases/TC-0320.json,pair_0020,tcpi_p0020_a,tcpi_p0020_b,system_prompt_extraction,direct_user,validation,system_prompt_extraction,DSGAI15,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,677ba3366c9381d4d585cbb67c79cbde93fbc0d1ba9b03f5c0131805e46909e1,14ae3356f74a9e4732938301975f483bbf03b3520bea7b45a4d75b2dd72fb908,079fcec2c732a16a0e1bafa9a3163eced86e7aa3bbf019bd51f6b6af3e3924bb,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0321,cases/TC-0321.json,pair_0021,tcpi_p0021_a,tcpi_p0021_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,6d73ac03971a2d5a23fe452e19e885a8d24085ed65c514e388e9f1780605176f,d5d6123feaa59a94cb9aed216dfe1980b2c2750993718ba994de686d39f7811c,6c1a710cf388a22212821649b96a4e8a7514d63f46349c1135298d7281774b8d,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0322,cases/TC-0322.json,pair_0022,tcpi_p0022_a,tcpi_p0022_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,e41fb403a9617e47063d8569645ce40dfef468b7b379e899c9b74b15af0952b3,bb1c4d765e8ed1d3a44611d50e6c271ee333a37676cf886ebc9f5e3b8aa535b2,188ebe5ef74aa5d4e356c41c29a8f1381675d03de393a3bd1261b836162212e8,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0323,cases/TC-0323.json,pair_0023,tcpi_p0023_a,tcpi_p0023_b,system_prompt_extraction,direct_user,validation,system_prompt_extraction,DSGAI15,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,2fa3250fc45a69550a30c06538cef6a796e62e993efe328592f44a12e1443ef6,4f28d4476e6f222bf5d49ee9d3e2c6ac228e146aaacffa3cb5e53da68aa704df,988d4fbf80ffa075656254288d84e338469356e5abbf0ec59058d5d143c80cd1,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0324,cases/TC-0324.json,pair_0024,tcpi_p0024_a,tcpi_p0024_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,16a59e4196b1940de406a9854c7244d0a0daccf8b8dcbaeba3f8f09810707324,8e6e08883d3b7089eff45e78a5d5b6654de4a91d83054cdab5a157c4ade213e4,a9b61b8bf826196ba974356388229d49979f520444c5bc68d32987a4df173e08,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0325,cases/TC-0325.json,pair_0025,tcpi_p0025_a,tcpi_p0025_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,bc9c837e03ff813c33fff5f5166ffca70378971fd582e5ce39e3943b22bdd908,51735bd8e82fda5653f778856f6640e5cd2bc3340d70910f8927797e4e340d22,f762dfe6931ed20cdbe0f2fb1ab6536b2f221f024f98f65b7ec821fbf0e0fea4,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0326,cases/TC-0326.json,pair_0026,tcpi_p0026_a,tcpi_p0026_b,system_prompt_extraction,direct_user,test,system_prompt_extraction,DSGAI15,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,e81f3093055b3eb53f97bd53d29f7d62a83c81a25f81dc498a6d9af72e7220a8,db622879537dd51c0e01d6ac0691b537919d7f81e9dac8e2d92cd78962abfd1d,e8550ad41eca607612ca8308e40574065063b9b72159c5c31af2e03e5f1cf8eb,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0327,cases/TC-0327.json,pair_0027,tcpi_p0027_a,tcpi_p0027_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,b21741bcb04b00088ffda4c1363657a576978eb5f96ddd7848bc891fce93fee3,1b7f62b9dacb67e1ceaf27624c0ca32de76be6d37ac2b12397ebdec765a6ef67,7c08dda7a4038e076f056d6e49531e0dfbfd54bd64e8dcc5a73a036e135c5373,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0328,cases/TC-0328.json,pair_0028,tcpi_p0028_a,tcpi_p0028_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,8c9fdde601e3c1ae90277f01526a947810f1f474da6007d8b0c6d93cb6e71d13,109710ad7446f3818a23c911be446d6dc42e12e83014741d5575257bdf9c675e,f3e7fd55c50ab068c030b30c06bb86f3e7c54e1b1888673aa37eaf7c7e83654a,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0329,cases/TC-0329.json,pair_0029,tcpi_p0029_a,tcpi_p0029_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,88b8405bfb88c84a6215e77cf1cf396705d3871d6617c8b74afb3cf0fdf8387d,f791f547dd7907bef556bf40095e0cc1dee6062c70da8bbda04757411f4cba86,20e55ed0342c0cc5f1e1892c9fcc2c43f6e5e82a966d3a12ffdab3bd64b821ca,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0330,cases/TC-0330.json,pair_0030,tcpi_p0030_a,tcpi_p0030_b,system_prompt_extraction,direct_user,train,system_prompt_extraction,DSGAI15,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,3211a8a718b0a148de7dbc80475f63bdd82a9e72736492e942ce4543253123ad,6e85d56c4abc11ee8b333b1540a47fa60f7857368378c3ea1f773ff9aae0b3b8,5180225df61c3d74a7ac36ca117a30fb9a845a2da607650156222f19dc7baf43,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0331,cases/TC-0331.json,pair_0031,tcpi_p0031_a,tcpi_p0031_b,roleplay_jailbreak,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,47826aecee7bb5fc4ea7c9593042751c654a4228162a149ff05b1a5271bfcc52,49d091b0c29e113369d34cb0b1182a447d230f37d0142ebf2aee22b8bf60f0d6,b5a3912382cf881c2834069d5105fc21bb3d51b151932a88145d46f6463780ce,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0332,cases/TC-0332.json,pair_0032,tcpi_p0032_a,tcpi_p0032_b,roleplay_jailbreak,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,d1f3e1a269ebfd88d2c723b2b04c8a097fa00e2e9aa0b3f5e145f470a5fb361a,64853c372344a2ab518e9fabf8d44b95984b70420c9ee70c46cf3164d814c02a,f491d6d3d1b9c0cc38c43bab119bb05b8b0e7d9d1ddddef02464a713f5a0ba8e,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0333,cases/TC-0333.json,pair_0033,tcpi_p0033_a,tcpi_p0033_b,roleplay_jailbreak,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,94895f38a1e1c8f1b8f633d0e9f087b1f1699a997139505a468c8b62202d1492,2a5bd82562f640361182792b2908964944b6e7aad8c4497e48cd7d2b4be3c3ad,741d51a351763039b50282820319800cb596c56a3b70c9a110240608d91c8b0b,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0334,cases/TC-0334.json,pair_0034,tcpi_p0034_a,tcpi_p0034_b,roleplay_jailbreak,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,edf8529998f5cd5c918e415e63b8c00087890b23dc886fbfd9d9e1c7317e7dfb,4c73c9070639312385136398eff711e7740f9356644126c788d3e195ee7be1e0,e9dc2a716818bb530f057f013e167527c40eba6bf27ca74ebdb83b54f72fd0e4,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0335,cases/TC-0335.json,pair_0035,tcpi_p0035_a,tcpi_p0035_b,roleplay_jailbreak,direct_user,test,credential_harvesting,DSGAI02|DSGAI05,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,ccc0561ed23d58a50eea4f986073c3b3988ec3c5a0fd4038f72fa1545891981d,01014251872d5fe490c48fe9eeb694db8fa393eac66f6b05128dfe2230ae964d,33f6edf7ec39e4d4e2cb1e4c06392c868ad0d1efafb39a8c059d46a0ddb12bd8,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0336,cases/TC-0336.json,pair_0036,tcpi_p0036_a,tcpi_p0036_b,roleplay_jailbreak,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,dc61af0336e966dec8bfeb76b5b8b7a4837a63eb034738265506e65194f4987c,dd491f79136d56ea5cbdb9efcdaa667fc00aa3b2fa693fd48d38acd7e469b4cb,8b785878d8464424b4f02ec6fd742befc8623bb0b55a9ee126d454e314a83d22,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0337,cases/TC-0337.json,pair_0037,tcpi_p0037_a,tcpi_p0037_b,roleplay_jailbreak,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,b5d48c3769b6cdb26cddc6cc3f04e186864a7ca1becac1c5b02ea61a32de7f62,537526a014259c812f634e39aadb76d6e43655831e181b2f5d3a7ed27825ad5c,1ce25b79b586ea5bab5d1b0007faf8204cbb0bcf6f67a31965141a4a9f0941b9,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0338,cases/TC-0338.json,pair_0038,tcpi_p0038_a,tcpi_p0038_b,roleplay_jailbreak,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,03b3a16c8dacdd4a0df6b916fe21ba19dc0105120044e9ec4d8d36749d420921,12c0675287dafc9cefb8e4eaf313e3c8046c3db58b8a373eba7877cbefedb4b4,006144cd4eefd7b1bc4480edb3c2754fb041e1887282d82b9dc8f07d48cb6c68,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0339,cases/TC-0339.json,pair_0039,tcpi_p0039_a,tcpi_p0039_b,roleplay_jailbreak,direct_user,test,credential_harvesting,DSGAI02|DSGAI05,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,74a7058c0ce6bd8a26c86b117a78f333229585ade8cf033cd1a9a63f0f14d90f,be5f5a0bbcedeb40ee49d8b207d94de08823ba1393b7ea95d364d9c18bd3e96c,24b3a27acb0f6f09aae171a8f24d2a5d5a003f35d4a77aa01541df1fa29bdc7d,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0340,cases/TC-0340.json,pair_0040,tcpi_p0040_a,tcpi_p0040_b,roleplay_jailbreak,direct_user,validation,other,DSGAI05,Medium,prompt_injection_control,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,26485f61919f453a5429ea840cc5d7f6c313b92ee575864e45b9ab22977d704a,13d9c1f011ed86ac02d213665586eee2560905bffaae7ce7d7b043e99a2fe772,5bf3dea6db68d995c275a12e242d98eea8c0c084e7a0c492ef288f62a5144c4a,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0341,cases/TC-0341.json,pair_0041,tcpi_p0041_a,tcpi_p0041_b,roleplay_jailbreak,direct_user,validation,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,d1deb4886cf4f134eeabfa5f8827d0021b3c62c9fd72698a6d1b1e69fc45634c,10b16432b352875d52316748f07db12787388c7cfc1b3ed359d93c4bd9005606,092edaa942bbda9edecfe21c785d48b0d6212091f243f4fe5dbcb4cf1247c602,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0342,cases/TC-0342.json,pair_0042,tcpi_p0042_a,tcpi_p0042_b,roleplay_jailbreak,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,3222318117d74900521a3f42a71140756c13cacec07c7ea75267a6eb96c2afa4,b9016e1299b41978ca65ce8ac7581f1d54014e53544fc05b06f5cbe53af351fa,d95b029adf57c6a0dcfdddafd3df6b545fda435251938aa895c0ca85d7616ca4,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0343,cases/TC-0343.json,pair_0043,tcpi_p0043_a,tcpi_p0043_b,roleplay_jailbreak,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,86ae50f5c2d7be974136055cf42008901fe457a10fb36107a78599bae816d1db,b4d64b91892b06c497a725a45180b18d03ea1dda67ac5b2e45a325abe72cad8d,d831db72755c93aac6b9ade409348918efff2f4efec18e52715a70bab1e513a8,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0344,cases/TC-0344.json,pair_0044,tcpi_p0044_a,tcpi_p0044_b,roleplay_jailbreak,direct_user,train,other,DSGAI05,Medium,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,6998ef9ed5ce734e2a9d2ebcf76fb4f91830bdd82e53e9c17897df95b0652a32,c737a340caf87206a83fbf17773c6d9dc85b927fb14bc28a68cb2578a7a0ce72,a1a97adcc0828cfad5a0ceb8272bd5eafa8833de3b61a58b3acc71122827b9cd,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0345,cases/TC-0345.json,pair_0045,tcpi_p0045_a,tcpi_p0045_b,roleplay_jailbreak,direct_user,test,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,0e79b492ac28c2e00818a1f0cc29d39c7fee090cb7f70b5abac6f706e7d4f463,45577a8c1abd6c635dfee547ac6062124a742806619685eedba64c534112786e,0f24a886074dc9048354ef3059a1479e3e89ea02109b226ccf6b9f4076e15448,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0346,cases/TC-0346.json,pair_0046,tcpi_p0046_a,tcpi_p0046_b,authority_claim_bypass,direct_user,train,other,DSGAI06|DSGAI05,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,8f65b2a10296c03e26a0b6e36adb4daf18819a517d032385aaa700f073e40cff,24b5aa5209594b191c6941b460b1cfe1446409d0c45c26911ffb9e3e72581964,d7f0efb90d4abf07d79a476fbbf10f62311ee019642dfdb0a3f9f87181ad1cb1,9a2163b051237e3c15f842a3ef517cd029b1ccd4
