path,testcase_id,source_record_id,source_prompt_hash,adapted_prompt_sha256,category,dsgai_mapping,severity,source_severity,language,languages,encoded_payload_language,source_language_label,technique,scope,source_failure_mode_review,target_scope_review,source_batch,source_lineage,anonymized
cases/TC-0011.json,TC-0011,TR-PI-0011,0b2980f219e0a1f0,fe9e2d36adae3751c94ea5dd74fc7c55f2b5dbbea0c07f7147a18fe5a2ddf37d,credential_harvesting,DSGAI02,High,high,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0012.json,TC-0012,TR-PI-0012,7a1b629ef03f09e1,ac5dd454091b6740acc23083d1a802a63a6be709b27a6491806c3b338683cb7c,credential_harvesting,DSGAI02,Critical,critical,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0013.json,TC-0013,TR-PI-0013,57a3c5f54e469e7d,242158df5bc5c456e0e1a73ae21c0721c863cb2f1856d72efce9150440c67545,credential_harvesting,DSGAI02,High,high,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0014.json,TC-0014,TR-PI-0014,a931db33ece2c315,a931db33ece2c3151452f5d75dbd3a02f03fed655d0021714ae40c405ebe09f7,credential_harvesting,DSGAI02,High,medium,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0015.json,TC-0015,TR-PI-0015,68e7e8761569b64a,68e7e8761569b64a7c16a530d3f3c9c3b5ebd8f37a430a385b870291f6fefde2,credential_harvesting,DSGAI02,High,medium,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0016.json,TC-0016,TR-PI-0016,6bbfc61ce5e521e6,6e9203144f6b223323a61e80e1f32dc2080902f7d02279cf96dafd4a348258d3,credential_harvesting,DSGAI02,High,high,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0017.json,TC-0017,TR-PI-0017,ae775ccef9f2add0,2bbbca53c3aebd106ae897fd8821ab9367250b0761112be33966bb4528981c90,credential_harvesting,DSGAI02,Critical,critical,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0018.json,TC-0018,TR-PI-0018,d775052e2e0a0eb6,b5681215eb041d797eed14582f94f3b461e16d4b6d5017c77a06045ed7ff4f7f,system_prompt_extraction,DSGAI15,High,low,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0019.json,TC-0019,TR-PI-0019,3531da0538cf778f,3531da0538cf778fc102d381891c4f3dd5b64d0c6eb97d613711c5ff2ef70289,other,DSGAI05,Medium,medium,tr,tr,,tr,confirmation_trap,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0020.json,TC-0020,TR-PI-0020,7e56efeda80fca1d,7e56efeda80fca1d645bd7d6fa7a54a98de5ca71f736f9b1a72195030225c597,direct_extraction,DSGAI01,High,medium,tr,tr,,tr,confirmation_trap,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0021.json,TC-0021,TR-PI-0021,e2cc48e72d06e206,7d94edce029cda96e051d50f1d11d02e650f9a696deaac01eea9ac8f41fe540f,credential_harvesting,DSGAI02,Medium,high,tr,tr|en,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0022.json,TC-0022,TR-PI-0022,a32632b59371e3d2,7fa1a471c7cdeec1d3d09e6e0c3503799ea3865eb008485c5a674ab8db81311c,credential_harvesting,DSGAI02,Medium,high,tr,tr|en,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0023.json,TC-0023,TR-PI-0023,ae58db60ba3e2a26,45bc9b41129b59c89584d4e45c647955f769f9d37c1c64159f1d93dc7a9160c0,credential_harvesting,DSGAI02|DSGAI09,Medium,high,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0024.json,TC-0024,TR-PI-0024,9d640a103f90f313,24a28d9d35ef6fb0831503ba2dae1c60df7a2d27b95fa9e7866f2db4ac65e3ca,direct_extraction,DSGAI01,Medium,high,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0025.json,TC-0025,TR-PI-0025,11da3ffcc6ebb1ad,c675ce81ef1f12dac1cdab977e26369239984e6350b3735d1e950f5550afbf29,system_prompt_extraction,DSGAI15,Medium,high,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0026.json,TC-0026,TR-PI-0026,39e3a01659039cd4,02de323693dea8802a73c75fb047b2018708e4981cf73551bcdb6c8fa693ae37,direct_extraction,DSGAI01,Medium,critical,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0027.json,TC-0027,TR-PI-0027,8e7759011fd7dd21,88944dbc9a65d50de82ff2aee8668e0a03ba6eaea9d46d16095d08021e9043d0,credential_harvesting,DSGAI02,Medium,high,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0028.json,TC-0028,TR-PI-0028,7ea6a14959055133,7ea6a1495905513329894c6c1d27005a63158c5a4665070ef31f1a99f78437e2,system_prompt_extraction,DSGAI15,Medium,high,tr,tr,,tr,echo_translation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0029.json,TC-0029,TR-PI-0029,c36aa1f6ff4d1620,44af86d32b19518e4d4b55e36aba293203279feb42f9eaa83421045564952259,credential_harvesting,DSGAI02,Medium,high,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0030.json,TC-0030,TR-PI-0030,487ff85f09e32fb4,b47a04c78803cd42782029744b18cd05a5b8cbadd21ee59645f671bd581e2e21,direct_extraction,DSGAI01,Medium,critical,tr,tr,,tr,echo_translation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0031.json,TC-0031,TR-PI-0031,d6c6c896937a6688,d6c6c896937a6688271ea1c0d4e565e7764d0022c47e956e63b22f9ce3f4c462,other,DSGAI05,Medium,high,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0032.json,TC-0032,TR-PI-0032,73182a3416aca776,73182a3416aca7767091a6b334d868cf4c3a99acbe27749cc988d1a9dabf57d0,other,DSGAI05,Medium,medium,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0033.json,TC-0033,TR-PI-0033,47910170ba24aeb1,2263d7c49a08937d0602ae60af1f6bc916aa8d0a492c7844f40424c45f503548,other,DSGAI05,Medium,high,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0034.json,TC-0034,TR-PI-0034,9d7b325db322322a,9d7b325db322322af51a904a51d878f913af5b724e4b694fb886fa1bbdefd5e4,credential_harvesting,DSGAI02,Medium,medium,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0035.json,TC-0035,TR-PI-0035,be2e15c131139b35,be2e15c131139b355b66d3b5a014ede225c9d03070ab5d1caf0edaecd67e17eb,other,DSGAI05,Medium,medium,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0036.json,TC-0036,TR-PI-0036,a4c66fea176249b2,2b8b90d2687161b11ef5e0bb434b30ffa06818a6fe0b46d67c33305cb4571e49,other,DSGAI05,Medium,high,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0037.json,TC-0037,TR-PI-0037,e217d0ad5daa5bcb,e217d0ad5daa5bcbf86e15e0b5b6f8197b1bcf97c4fce252e115593f65845070,direct_extraction,DSGAI01|DSGAI10,Medium,high,tr,tr,,tr,roleplay_theater,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0038.json,TC-0038,TR-PI-0038,1a16d8310fd00091,492a474f47c625eb8a0e2c2137e363e9d1d270359f643157ac82dbed257c2d73,other,DSGAI05,Medium,medium,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0039.json,TC-0039,TR-PI-0039,43fd3b548387b0f0,43fd3b548387b0f0f2fa852efc5877f33011c21cc02d9b52f3fbaee2687da26f,system_prompt_extraction,DSGAI15,High,high,tr,tr,,tr,roleplay_theater,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0040.json,TC-0040,TR-PI-0040,f886fc6628bebd9b,4a0c430256b5b9eb2ae3817ad1d2ba355d250547369b233ffc570e1a77b7bd08,other,DSGAI05,Medium,high,tr,tr,,tr,roleplay_theater,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0041.json,TC-0041,TR-PI-0041,4dbb2b6a2d5d0b4d,4dbb2b6a2d5d0b4d5a36a3e07e10e0701446ebbc808a174378b76e88d8d0bd6f,system_prompt_extraction,DSGAI15,High,high,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0042.json,TC-0042,TR-PI-0042,e03b7c99c6995fe9,e03b7c99c6995fe99514ec0bd53ab7f2fa8056f78061f2a322cce51a1e6c5916,system_prompt_extraction,DSGAI15,High,high,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0043.json,TC-0043,TR-PI-0043,11042542b03a065d,11042542b03a065d4728915e380a1d1722dc29675d8fc08bcd26e3ce14242d61,system_prompt_extraction,DSGAI15,High,critical,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0044.json,TC-0044,TR-PI-0044,834d1d71d6432b6b,8c7df372fac47fd5a6dff575bee321dc73ef4ebddd91109ce9b4b22b471a6b55,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
cases/TC-0045.json,TC-0045,TR-PI-0045,98ff1a7151c02e54,98ff1a7151c02e54332a88a6a37cddc6f63682143a750a420bc0e60d518fedc7,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0046.json,TC-0046,TR-PI-0046,a18e8d92bd1c4abe,a18e8d92bd1c4abe4ca52ebe5f51202e32130702c0d11e79f566f5ebd43b0ff1,system_prompt_extraction,DSGAI15,Medium,medium,tr,tr,,tr,system_prompt_extract,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0047.json,TC-0047,TR-PI-0047,11719aa7495da7cd,11719aa7495da7cd5306a2ef920fa29bbb78e5d0bfa804520e8b43117e31dc70,system_prompt_extraction,DSGAI15,High,high,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0048.json,TC-0048,TR-PI-0048,81d2ec7345f7e6a4,81d2ec7345f7e6a4a0302f3daec953ecf102a099d0d41b7c60094b84309ece5c,system_prompt_extraction,DSGAI15,High,high,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0049.json,TC-0049,TR-PI-0049,7dfffea21a00e114,7dfffea21a00e114641fd8cb4341df224e9803c5fecb5ec13a34973d573603dd,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0050.json,TC-0050,TR-PI-0050,ff5615da34366664,ff5615da3436666407a76ab67f25e40a3c9a5a7ddac547a500af4f48449a3619,system_prompt_extraction,DSGAI15,High,critical,tr,tr,,tr,system_prompt_extract,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0051.json,TC-0051,TR-PI-0051,12dfac32b86f5955,12dfac32b86f5955c95152de6e2a555d269acb8d925436793546d2e847d88bee,other,DSGAI05,Medium,medium,tr,tr,,tr,morphological_bypass,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0052.json,TC-0052,TR-PI-0052,5acf50b236f10a4f,5acf50b236f10a4f9a9b8edc49f0970a0a59e71329ff1300911d4ee9bf907352,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,morphological_bypass,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0053.json,TC-0053,TR-PI-0053,dfefb4620920396d,dfefb4620920396d992b33c04dc66514ce23dc1acf5b726b4d4dd48ae9101c2d,credential_harvesting,DSGAI02,High,low,tr,tr,,tr,morphological_bypass,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0054.json,TC-0054,TR-PI-0054,ed6c770257bb5347,ed6c770257bb53476d0c4b2a7756f423d1a29f46d782647b21a3e18428563797,other,DSGAI05,Medium,medium,tr,tr,,tr,morphological_bypass,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0055.json,TC-0055,TR-PI-0055,d3c67cae5e80d9e8,d3c67cae5e80d9e89ace8cbc39bb5a34db3fb3b10051277ab1852b119dad4dae,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,morphological_bypass,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0056.json,TC-0056,TR-PI-0056,e5261139ec83b77b,e5261139ec83b77b1ca402a1a71a980860af2ce082ac7bfb0523d2c2d84743bd,other,DSGAI05,Medium,low,tr,tr,,tr,morphological_bypass,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0057.json,TC-0057,TR-PI-0057,08170c8bd727a2b9,08170c8bd727a2b9cec2c48a2bdfea6db450c29f50a1a95573cb3accf2922637,credential_harvesting,DSGAI02,High,low,tr,tr,,tr,morphological_bypass,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0058.json,TC-0058,TR-PI-0058,74563b8fa3cf83bd,74563b8fa3cf83bdbdbda770994650bc273d6fc1dcfe8144afc6177e2b4d2aca,other,DSGAI05,Medium,medium,tr,tr,,tr,morphological_bypass,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0059.json,TC-0059,TR-PI-0059,0f5f82e0c96132b3,0f5f82e0c96132b36c4b6fe532c44644c94eb682834a88250841f3aa43bb889d,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,morphological_bypass,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0060.json,TC-0060,TR-PI-0060,621f7cb3ba7b51e2,621f7cb3ba7b51e2d30a15918a50fc1acbddddac87b4757ca36594e9919761ea,other,DSGAI05,Medium,high,tr,tr,,tr,morphological_bypass,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0061.json,TC-0061,TR-PI-0061,c94aa0bc20affc45,c94aa0bc20affc45e462a80dc5f109324aab5c4f5704960bf0919cf6d7dfa7ec,other,DSGAI05,Medium,low,tr,tr,,tr,politeness_escalation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0062.json,TC-0062,TR-PI-0062,faa2942c826fa649,faa2942c826fa649a90bed67d1cf2c2ec7a3bd949f2582d58475cb0501ee082a,other,DSGAI05,Medium,low,tr,tr,,tr,politeness_escalation,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0063.json,TC-0063,TR-PI-0063,50b987fbb4472b0a,50b987fbb4472b0aaaa40198f312ae6f72ddb9b5c34a599944c4f3ac06f0680b,system_prompt_extraction,DSGAI15,High,medium,tr,tr,,tr,politeness_escalation,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0064.json,TC-0064,TR-PI-0064,cb5d19a3a0f42610,cb5d19a3a0f42610da558b4541225a8ce570f45078b7113660675f2a246a81b6,other,DSGAI05,Medium,medium,tr,tr,,tr,politeness_escalation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0065.json,TC-0065,TR-PI-0065,7f91cf23e24679a7,7f91cf23e24679a70991610152d03200543b516469ce08d98636c5ac468c8ce5,other,DSGAI05,Medium,medium,tr,tr,,tr,politeness_escalation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0066.json,TC-0066,TR-PI-0066,07e14f60403c5dec,07e14f60403c5dec65aef54679740c7c033acb610ba64c6e9fe1f2b8b50be0d2,other,DSGAI05,Medium,medium,tr,tr,,tr,politeness_escalation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0067.json,TC-0067,TR-PI-0067,70a33b768ebecbd5,70a33b768ebecbd58dd80cb2a4b8edd021ac622ed2e632fb16b6e8f12634688b,credential_harvesting,DSGAI02,High,low,tr,tr,,tr,politeness_escalation,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0068.json,TC-0068,TR-PI-0068,bdb72e6244e43fba,bdb72e6244e43fbaac4b04ac060f3cf0e9fd25698102bc9306176c075e0bce30,other,DSGAI05,Medium,medium,tr,tr,,tr,politeness_escalation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0069.json,TC-0069,TR-PI-0069,984ee8ac8f6bfa06,984ee8ac8f6bfa0673d165d9216599872f3437aa7f146c50926b2b011ced41ac,other,DSGAI05,Medium,medium,tr,tr,,tr,politeness_escalation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0070.json,TC-0070,TR-PI-0070,f1e55e4e84cbf212,f1e55e4e84cbf212130f56b38771ddea05b4869cebdb7fa78fd4d3b05426da7e,other,DSGAI05,Medium,medium,tr,tr,,tr,politeness_escalation,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0071.json,TC-0071,TR-PI-0071,448bb99812adaac8,448bb99812adaac88fb44f687b6faca2de06a4bffc50efe483b57fb4b71bbf39,system_prompt_extraction,DSGAI15,High,high,tr,tr|en,,tr-en,code_switching,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0072.json,TC-0072,TR-PI-0072,db1885f679c51b5f,db1885f679c51b5f8835c14f37c199084b4c0bf283fb72c52a3d2a61310b87f3,other,DSGAI05,Medium,medium,tr,tr|en,,tr-en,code_switching,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0073.json,TC-0073,TR-PI-0073,195a2c84eb19e65e,195a2c84eb19e65e8caa1c212724db5bcbbdf53e3aee21527e75e50647ea9992,other,DSGAI05,Medium,high,tr,tr|en,,tr-en,code_switching,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0074.json,TC-0074,TR-PI-0074,e9db37d72b5d47de,e9db37d72b5d47dec84484186d76b4bce57e7c464d7a354f6cf87a97d4d31d30,other,DSGAI05,Medium,high,tr,tr|en,,tr-en,code_switching,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0075.json,TC-0075,TR-PI-0075,1597e38f948d774d,1597e38f948d774d69c0ea4e4ffa6b7278d5d24526b180456b103af248841b98,other,DSGAI05,Medium,medium,tr,tr|en,,tr-en,code_switching,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0076.json,TC-0076,TR-PI-0076,2b55f45ac552ff2f,38d93f43e424d9f13e18469dd8425f02e5732821ef099dd3b54f9f96aac51803,credential_harvesting,DSGAI02,Medium,high,en,en,,tr-en,code_switching,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0077.json,TC-0077,TR-PI-0077,86c5c323b4d9a8aa,86c5c323b4d9a8aaa2cf2e5583017b10810568dbe8232af59b30179eee623bc1,system_prompt_extraction,DSGAI15,High,medium,tr,tr|en,,tr-en,code_switching,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0078.json,TC-0078,TR-PI-0078,3605601144e9163e,1c9ed5e108adbf08b0621e06b73eee8c9e723adea234640721448d17f8045956,other,DSGAI05,Medium,high,tr,tr|en,,tr-en,code_switching,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0079.json,TC-0079,TR-PI-0079,392c7b0487781f8a,392c7b0487781f8a1a7caa3a60f80c6c65382878e61abd19291392873bc4365a,other,DSGAI05,Medium,high,tr,tr|en,,tr-en,code_switching,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0080.json,TC-0080,TR-PI-0080,09866d045db29eef,09866d045db29eef8e32b5ff0a2893e237ae7dcd9a31c39e73a8ab37f926d48b,other,DSGAI05,Medium,medium,tr,tr,,tr-en,code_switching,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0081.json,TC-0081,TR-PI-0081,7a80ce3b87baed6b,7a80ce3b87baed6b8e9c4837786dace70104cb4ceb93ebd307caa1e077e34844,system_prompt_extraction,DSGAI15|DSGAI06,High,high,tr,tr,,tr,indirect_injection,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0082.json,TC-0082,TR-PI-0082,3a1ca96c3ee7d332,3a1ca96c3ee7d332b52d59daf8ec2e5033ff283858efc98e5cda03d8033eced7,system_prompt_extraction,DSGAI15|DSGAI06,High,high,tr,tr,,tr,indirect_injection,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0083.json,TC-0083,TR-PI-0083,c30b837a8adb78a6,c30b837a8adb78a6221f8c3d01e2dd0274486eef8323a74bb7290955ef648deb,system_prompt_extraction,DSGAI15|DSGAI06|DSGAI09,Medium,critical,tr,tr,,tr,indirect_injection,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0084.json,TC-0084,TR-PI-0084,7033ea59285425f0,7033ea59285425f0881628722c97a277f6c3e1d2be97136e65ba4921b08b4180,tool_plugin_leakage,DSGAI06,Medium,high,tr,tr,,tr,indirect_injection,prompt_injection_control,manual_review,review,altaysec-seed-v0.1,public_generator,false
cases/TC-0085.json,TC-0085,TR-PI-0085,37cb1fa1f5d58408,37cb1fa1f5d584085ed3513171e20b62e2de44ad78f0dde28eca8869dbce9dd6,system_prompt_extraction,DSGAI15|DSGAI06,High,high,tr,tr,,tr,indirect_injection,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0086.json,TC-0086,TR-PI-0086,49bb9f2a13a32d63,49bb9f2a13a32d636ce4dd2014fa3dfcec6c995e02b481c423228aa86a3114e0,system_prompt_extraction,DSGAI15|DSGAI06,High,high,tr,tr|en,,tr,indirect_injection,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,false
cases/TC-0087.json,TC-0087,TR-PI-0087,4764a0ff3039155e,1d125ee589ca8e7d32014f16b189f09357f0f284817b9825b0f5e7a5bf8acc91,tool_plugin_leakage,DSGAI06|DSGAI09|DSGAI21,Medium,high,tr,tr,,tr,indirect_injection,prompt_injection_control,direct_mapping,review,altaysec-seed-v0.1,public_generator,true
cases/TC-0088.json,TC-0088,TR-PI-0088,9d5592842a11708e,2f38ea18ebad67a9074aaf7c03ea3c74405247eb661bf230314bfba3e95156c1,credential_harvesting,DSGAI02|DSGAI06,High,high,tr,tr|en,,tr,indirect_injection,data_extraction,direct_mapping,in_scope,altaysec-seed-v0.1,public_generator,true
